Title,ArtistName,Rank,Weeks,isNew
i don't wanna live forever (fifty shades darker),zayn / taylor swift,5,7,0
black beatles,rae sremmurd featuring gucci mane,6,20,0
don't wanna know,maroon 5 featuring kendrick lamar,7,16,0
starboy,the weeknd featuring daft punk,8,19,0
fake love,drake,9,14,0
scars to your beautiful,alessia cara,10,22,0
24k magic,bruno mars,11,16,0
side to side,ariana grande featuring nicki minaj,12,22,0
paris,the chainsmokers,13,2,0
love on the brain,rihanna,14,15,0
bounce back,big sean,15,12,0
let me love you,dj snake featuring justin bieber,16,25,0
caroline,amine,17,21,0
i feel it coming,the weeknd featuring daft punk,18,10,0
all time low,jon bellion,19,16,0
starving,hailee steinfeld & grey featuring zedd,20,26,0
mercy,shawn mendes,21,19,0
heathens,twenty one pilots,22,32,0
can't stop the feeling!,justin timberlake,23,38,0
this town,niall horan,24,18,0
broccoli,d.r.a.m. featuring lil yachty,25,33,0
water under the bridge,adele,26,12,0
cheap thrills,sia featuring sean paul,27,50,0
treat you better,shawn mendes,28,34,0
ispy,kyle featuring lil yachty,29,5,0
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,30,18,0
say you won't let go,james arthur,31,14,0
rockabye,clean bandit featuring sean paul & anne-marie,32,8,0
love me now,john legend,33,14,0
don't let me down,the chainsmokers featuring daya,34,50,0
better man,little big town,35,13,0
blue ain't your color,keith urban,36,20,0
t-shirt,migos,37,2,0
the greatest,sia featuring kendrick lamar,38,21,0
castle on the hill,ed sheeran,39,3,0
party,chris brown featuring usher & gucci mane,40,6,0
x,21 savage & metro boomin featuring future,41,20,0
a guy with a girl,blake shelton,42,11,0
chill bill,rob $tone featuring j. davi$ & spooks,43,26,0
dirt on my boots,jon pardi,44,8,0
star of the show,thomas rhett,45,13,0
deja vu,j. cole,46,7,0
used to this,future featuring drake,47,12,0
cold water,major lazer featuring justin bieber & mo,48,27,0
both,gucci mane featuring drake,49,6,0
party monster,the weeknd,50,10,0
goosebumps,travis scott,51,12,0
down,marian hill,52,2,0
handclap,fitz and the tantrums,53,18,0
way down we go,kaleo,54,5,0
seein' red,dustin lynch,55,5,0
i got you,bebe rexha,56,4,0
make me (cry),noah cyrus featuring labrinth,57,7,0
congratulations,post malone featuring quavo,58,5,0
chantaje,shakira featuring maluma,59,11,0
play that song,train,60,9,0
no heart,21 savage & metro boomin,61,14,0
think a little less,michael ray,62,5,0
sober saturday night,chris young featuring vince gill,63,4,0
location,khalid,64,3,0
how far i'll go,auli'i cravalho,65,9,0
dirty laundry,carrie underwood,66,15,0
selfish,pnb rock,67,12,0
how far i'll go,alessia cara,68,8,0
wanna be that song,brett eldredge,69,17,0
fresh eyes,andy grammer,70,17,0
kill a word,eric church featuring rhiannon giddens,71,7,0
moves,big sean,72,5,0
otw,dj luke nasty,73,6,0
today,brad paisley,74,4,0
swang,rae sremmurd,75,6,0
redbone,childish gambino,76,9,0
despacito,luis fonsi & daddy yankee featuring justin bieber,77,2,0
80s mercedes,maren morris,78,11,0
the weekend,brantley gilbert,79,4,0
if the boot fits,granger smith,80,2,0
fast,luke bryan,81,1,1
that's what i like,bruno mars,82,2,0
not nice,partynextdoor,83,2,0
guys my age,hey violet,84,1,1
sex with me,rihanna,85,13,0
road less traveled,lauren alaina,86,1,1
issues,julia michaels,87,1,1
call on me,starley,88,4,0
alone,marshmello,89,9,0
black,dierks bentley,90,2,0
love on the weekend,john mayer,91,2,0
good drank,2 chainz x gucci mane x quavo,92,1,1
any ol' barstool,jason aldean,93,1,1
dancing on my own,calum scott,94,1,1
sneakin',drake featuring 21 savage,95,14,0
song for another time,old dominion,96,18,0
million reasons,lady gaga,97,11,0
say it,flume featuring tove lo,98,4,0
water,ugly god,99,4,0
running back,wale featuring lil wayne,100,1,1
thrift shop,macklemore & ryan lewis featuring wanz,1,17,0
locked out of heaven,bruno mars,2,17,0
ho hey,the lumineers,3,34,0
i knew you were trouble.,taylor swift,4,15,0
scream & shout,will.i.am & britney spears,5,9,0
don't you worry child,swedish house mafia featuring john martin,6,19,0
beauty and a beat,justin bieber featuring nicki minaj,7,16,0
diamonds,rihanna,8,18,0
home,phillip phillips,9,31,0
f**kin problems,a$ap rocky featuring drake  2 chainz & kendrick lamar,10,13,0
try,p!nk,11,14,0
girl on fire,alicia keys featuring nicki minaj,12,21,0
suit & tie,justin timberlake featuring jay z,13,3,0
sweet nothing,calvin harris featuring florence welch,14,12,0
it's time,imagine dragons,15,34,0
love me,lil wayne featuring drake & future,16,2,0
daylight,maroon 5,17,8,0
one more night,maroon 5,18,32,0
i cry,flo rida,19,18,0
some nights,fun.,20,49,0
the a team,ed sheeran,21,29,0
catch my breath,kelly clarkson,22,14,0
little talks,of monsters and men,23,36,0
die young,ke$ha,24,18,0
swimming pools (drank),kendrick lamar,25,24,0
every storm (runs out of rain),gary allan,26,17,0
don't stop the party,pitbull featuring tjr,27,15,0
c'mon,ke$ha,28,6,0
better dig two,the band perry,29,13,0
hall of fame,the script featuring will.i.am,30,18,0
i will wait,mumford & sons,31,25,0
wanted,hunter hayes,32,40,0
i'm different,2 chainz,33,11,0
radioactive,imagine dragons,34,22,0
let me love you (until you learn to love yourself),ne-yo,35,26,0
adorn,miguel,36,26,0
gangnam style,psy,37,21,0
cruise,florida georgia line featuring nelly,38,24,0
clique,kanye west  jay-z  big sean,39,21,0
all gold everything,trinidad james,40,7,0
the only way i know,jason aldean with luke bryan & eric church,41,12,0
how country feels,randy houser,42,17,0
call me maybe,carly rae jepsen,43,49,0
somebody that i used to know,gotye featuring kimbra,44,56,0
little things,one direction,45,11,0
pour it up,rihanna,46,4,0
too close,alex clare,47,44,0
sure be cool if you did,blake shelton,48,3,0
when i was your man,bruno mars,49,6,0
no worries,lil wayne featuring detail,50,21,0
poetic justice,kendrick lamar featuring drake,51,14,0
one of those nights,tim mcgraw,52,9,0
two black cadillacs,carrie underwood,53,7,0
wicked games,the weeknd,54,13,0
ball,t.i. featuring lil wayne,55,15,0
tornado,little big town,56,12,0
southern comfort zone,brad paisley,57,17,0
bandz a make her dance,juicy j featuring lil wayne & 2 chainz,58,20,0
somebody's heartbreak,hunter hayes,59,10,0
anything could happen,ellie goulding,60,16,0
madness,muse,61,23,0
va va voom,nicki minaj,62,15,0
sail,awolnation,63,21,0
cups (pitch perfect's when i'm gone),anna kendrick,64,5,0
troublemaker,olly murs featuring flo rida,65,2,0
goodbye in her eyes,zac brown band,66,16,0
merry go 'round,kacey musgraves,67,7,0
dope,tyga featuring rick ross,68,1,1
remember you,wiz khalifa featuring the weeknd,69,10,0
stubborn love,the lumineers,70,7,0
neva end,future,71,8,0
tip it on back,dierks bentley,72,10,0
who booty,jonn hart featuring iamsu!,73,7,0
don't judge me,chris brown,74,13,0
carry on,fun.,75,4,0
i drive your truck,lee brice,76,4,0
love sosa,chief keef,77,7,0
begin again,taylor swift,78,17,0
guap,big sean,79,7,0
kiss you,one direction,80,5,0
battle scars,lupe fiasco & guy sebastian,81,5,0
if i didn't have you,thompson square,82,4,0
beer money,kip moore,83,19,0
take a walk,passion pit,84,21,0
bellas finals: price tag / don't you (forget about me)...,the barden bellas,85,5,0
riff off: mickey / like a virgin / hit me with your best shot...,the barden bellas  the treblemakers & the bu harmonics,86,4,0
rest of my life,ludacris featuring usher & david guetta,87,10,0
crying on a suitcase,casey james,88,6,0
mama's broken heart,miranda lambert,89,1,1
bad ass,kid ink featuring meek mill & wale,90,1,1
wild for the night,a$ap rocky featuring skrillex,91,2,0
give it all we got tonight,george strait,92,4,0
demons,imagine dragons,93,3,0
til my last day,justin moore,94,20,0
celebration,game featuring chris brown  tyga  wiz khalifa & lil wayne,95,12,0
get your shine on,florida georgia line,96,1,1
let there be cowgirls,chris cagle,97,1,1
bitch  don't kill my vibe,kendrick lamar,98,2,0
feel this moment,pitbull featuring christina aguilera,99,1,1
skyfall,adele,100,17,0
rude boy,rihanna,1,8,0
nothin' on you,b.o.b featuring bruno mars,2,10,0
hey  soul sister,train,3,27,0
need you now,lady antebellum,4,34,0
telephone,lady gaga featuring beyonce,5,19,0
break your heart,taio cruz featuring ludacris,6,6,0
imma be,the black eyed peas,7,18,0
baby,justin bieber featuring ludacris,8,11,0
in my head,jason derulo,9,17,0
bedrock,young money featuring lloyd,10,19,0
say aah,trey songz featuring fabolous,11,21,0
tik tok,ke$ha,12,26,0
carry out,timbaland featuring justin timberlake,13,18,0
omg,usher featuring will.i.am,14,1,1
breakeven,the script,15,18,0
when i look at you,miley cyrus,16,8,0
bad romance,lady gaga,17,23,0
my chick bad,ludacris featuring nicki minaj,18,6,0
all the right moves,onerepublic,19,26,0
how low,ludacris,20,17,0
young forever,jay-z + mr. hudson,21,12,0
blah blah blah,ke$ha featuring 3oh!3,22,13,0
whataya want from me,adam lambert,23,16,0
over,drake,24,4,0
hey daddy (daddy's home),usher featuring plies,25,12,0
live like we're dying,kris allen,26,23,0
say something,timbaland featuring drake,27,13,0
according to you,orianthi,28,18,0
i made it (cash money heroes),kevin rudolf featuring birdman  jay sean  & lil wayne,29,9,0
haven't met you yet,michael buble,30,27,0
sexy chick,david guetta featuring akon,31,35,0
your love is my drug,ke$ha,32,8,0
eenie meenie,sean kingston & justin bieber,33,2,0
hello good morning,diddy - dirty money featuring t.i.,34,1,1
american honey,lady antebellum,35,12,0
i gotta feeling,the black eyed peas,36,43,0
tie me down,new boyz featuring ray j,37,25,0
today was a fairytale,taylor swift,38,11,0
replay,iyaz,39,33,0
naturally,selena gomez & the scene,40,15,0
heartbreak warfare,john mayer,41,17,0
solo,iyaz,42,8,0
lil freak,usher featuring nicki minaj,43,5,0
highway 20 ride,zac brown band,44,12,0
i'm awesome,spose,45,3,0
life after you,daughtry,46,18,0
empire state of mind,jay-z + alicia keys,47,30,0
down,jay sean featuring lil wayne,48,40,0
gimmie that girl,joe nichols,49,6,0
you belong with me,taylor swift,50,50,0
everything to me,monica,51,8,0
temporary home,carrie underwood,52,15,0
a little more country than that,easton corbin,53,13,0
steady mobbin',young money featuring gucci mane,54,13,0
lemonade,gucci mane,55,9,0
halfway gone,lifehouse,56,17,0
bulletproof,la roux,57,5,0
neighbors know my name,trey songz,58,6,0
someday,rob thomas,59,22,0
hillbilly bone,blake shelton featuring trace adkins,60,15,0
i'm back,t.i.,61,3,0
drop the world,lil wayne featuring eminem,62,14,0
'til summer comes around,keith urban,63,12,0
ain't back yet,kenny chesney,64,5,0
sex therapy,robin thicke,65,16,0
the man i want to be,chris young,66,5,0
all i do is win,dj khaled featuring t-pain  ludacris  snoop dogg & rick ross,67,7,0
all the way turnt up,roscoe dash featuring soulja boy tell'em,68,10,0
hard,rihanna featuring jeezy,69,20,0
o let's do it,waka flocka flame,70,8,0
beamer  benz  or bentley,lloyd banks featuring juelz santana,71,6,0
alejandro,lady gaga,72,1,1
on to the next one,jay-z + swizz beatz,73,12,0
if we ever meet again,timbaland featuring katy perry,74,3,0
unstoppable,rascal flatts,75,9,0
fearless,taylor swift,76,13,0
hell on the heart,eric church,77,5,0
ridin' solo,jason derulo,78,5,0
rain is a good thing,luke bryan,79,2,0
roger that,young money,80,2,0
i am,mary j. blige,81,17,0
backwoods,justin moore,82,6,0
keep on lovin' you,steel magnolia,83,5,0
pray for you,jaron and the long road to love,84,2,0
that's how country boys roll,billy currington,85,18,0
shots,lmfao featuring lil jon,86,17,0
women lie  men lie,yo gotti featuring lil wayne,87,6,0
there goes my baby,usher,88,3,0
the house that built me,miranda lambert,89,2,0
try sleeping with a broken heart,alicia keys,90,20,0
wrong baby wrong,martina mcbride,91,2,0
billionaire,travie mccoy featuring bruno mars,92,1,1
just breathe,pearl jam,93,12,0
one day,matisyahu,94,6,0
window seat,erykah badu,95,1,1
i gotta get to you,george strait,96,3,0
i never told you,colbie caillat,97,2,0
it kills me,melanie fiona,98,20,0
she won't be lonely long,clay walker,99,1,1
fistful of tears,maxwell,100,3,0
closer,the chainsmokers featuring halsey,1,14,0
starboy,the weeknd featuring daft punk,2,7,0
heathens,twenty one pilots,3,20,0
let me love you,dj snake featuring justin bieber,4,13,0
broccoli,d.r.a.m. featuring lil yachty,5,21,0
side to side,ariana grande featuring nicki minaj,6,10,0
24k magic,bruno mars,7,4,0
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,8,6,0
black beatles,rae sremmurd featuring gucci mane,9,8,0
fake love,drake,10,2,0
don't wanna know,maroon 5 featuring kendrick lamar,11,4,0
cold water,major lazer featuring justin bieber & mo,12,15,0
i hate u i love u,gnash featuring olivia o'brien,13,29,0
treat you better,shawn mendes,14,22,0
cheap thrills,sia featuring sean paul,15,38,0
gold,kiiara,16,24,0
don't let me down,the chainsmokers featuring daya,17,38,0
starving,hailee steinfeld & grey featuring zedd,18,14,0
ooouuu,young m.a,19,10,0
the greatest,sia featuring kendrick lamar,20,9,0
caroline,amine,21,9,0
can't stop the feeling!,justin timberlake,22,26,0
this is what you came for,calvin harris featuring rihanna,23,27,0
scars to your beautiful,alessia cara,24,10,0
blue ain't your color,keith urban,25,8,0
ride,twenty one pilots,26,34,0
unsteady,x ambassadors,27,25,0
sneakin',drake featuring 21 savage,28,2,0
setting the world on fire,kenny chesney featuring p!nk,29,14,0
one dance,drake featuring wizkid & kyla,30,31,0
send my love (to your new lover),adele,31,25,0
needed me,rihanna,32,40,0
sucker for pain,lil wayne  wiz khalifa & imagine dragons with logic & ty dolla $ign feat. x ambassadors,33,19,0
luv,tory lanez,34,19,0
chill bill,rob $tone featuring j. davi$ & spooks,35,14,0
sit still  look pretty,daya,36,23,0
too good,drake featuring rihanna,37,27,0
tiimmy turner,desiigner,38,15,0
in the name of love,martin garrix & bebe rexha,39,12,0
may we all,florida georgia line featuring tim mcgraw,40,10,0
hymn for the weekend,coldplay,41,23,0
my way,calvin harris,42,7,0
panda,desiigner,43,37,0
we don't talk anymore,charlie puth featuring selena gomez,44,22,0
do you mind,dj khaled featuring nicki minaj  chris brown  august alsina  jeremih  future & rick ross,45,13,0
no problem,chance the rapper featuring lil wayne & 2 chainz,46,24,0
x,21 savage & metro boomin featuring future,47,8,0
middle of a memory,cole swindell,48,15,0
litty,meek mill featuring tory lanez,49,1,1
move,luke bryan,50,11,0
1 night,lil yachty,51,13,0
pick up the phone,young thug and travis scott featuring quavo,52,12,0
all time low,jon bellion,53,4,0
better man,little big town,54,1,1
a little more summertime,jason aldean,55,9,0
sleep without you,brett young,56,8,0
million reasons,lady gaga,57,3,0
vice,miranda lambert,58,16,0
all we know,the chainsmokers featuring phoebe ryan,59,5,0
money longer,lil uzi vert,60,21,0
too much sauce,dj esco featuring future & lil uzi vert,61,11,0
no limit,usher featuring young thug,62,19,0
come and see me,partynextdoor featuring drake,63,18,0
fade,kanye west,64,9,0
this town,niall horan,65,6,0
song for another time,old dominion,66,6,0
you was right,lil uzi vert,67,17,0
froze,meek mill featuring lil uzi vert & nicki minaj,68,1,1
dirty laundry,carrie underwood,69,3,0
offended,meek mill featuring young thug & 21 savage,70,1,1
no heart,21 savage & metro boomin,71,2,0
wanna be that song,brett eldredge,72,5,0
two birds  one stone,drake,73,1,1
love on the brain,rihanna,74,3,0
on the regular,meek mill,75,1,1
key to the streets,yfn lucci featuring migos & trouble,76,7,0
hallelujah,pentatonix,77,2,0
handclap,fitz and the tantrums,78,6,0
fresh eyes,andy grammer,79,5,0
mercy,shawn mendes,80,7,0
it don't hurt like it used to,billy currington,81,15,0
i know somebody,locash,82,10,0
capsize,frenship & emily warren,83,6,0
the difference,meek mill featuring quavo,84,1,1
say you won't let go,james arthur,85,2,0
shout out to my ex,little mix,86,2,0
all eyez,the game featuring jeremih,87,4,0
star of the show,thomas rhett,88,1,1
how i'll always be,tim mcgraw,89,3,0
ain't my fault,zara larsson,90,4,0
wishing,dj drama featuring chris brown  skeme & lyquin,91,12,0
80s mercedes,maren morris,92,3,0
blue notes,meek mill,93,1,1
my sh*t,a boogie wit da hoodie,94,3,0
what they want,russ,95,2,0
chantaje,shakira featuring maluma,96,1,1
blessed up,meek mill,97,1,1
love me now,john legend,98,2,0
wat u mean (aye  aye  aye),dae dae,99,16,0
cool girl,tove lo,100,5,0
nice for what,drake,1,8,0
psycho,post malone featuring ty dolla $ign,2,14,0
god's plan,drake,3,19,0
this is america,childish gambino,4,4,0
the middle,zedd  maren morris & grey,5,18,0
yes indeed,lil baby & drake,6,3,0
i like it,cardi b  bad bunny & j balvin,7,8,0
boo'd up,ella mai,8,9,0
meant to be,bebe rexha & florida georgia line,9,32,0
no tears left to cry,ariana grande,10,6,0
in my blood,shawn mendes,11,11,0
look alive,blocboy jb featuring drake,12,16,0
friends,marshmello & anne-marie,13,16,0
walk it talk it,migos featuring drake,14,18,0
lucid dreams,juice wrld,15,3,0
never be the same,camila cabello,16,24,0
perfect,ed sheeran,17,40,0
whatever it takes,imagine dragons,18,18,0
i'm upset,drake,19,1,1
mine,bazzi,20,19,0
be careful,cardi b,21,9,0
heaven,kane brown,22,23,0
rockstar,post malone featuring 21 savage,23,37,0
wait,maroon 5,24,20,0
havana,camila cabello featuring young thug,25,42,0
freaky friday,lil dicky featuring chris brown,26,11,0
plug walk,rich the kid,27,16,0
delicate,taylor swift,28,12,0
pray for me,the weeknd & kendrick lamar,29,17,0
better now,post malone,30,5,0
new rules,dua lipa,31,44,0
one kiss,calvin harris & dua lipa,32,8,0
chun-li,nicki minaj,33,8,0
one number away,luke combs,34,11,0
love lies,khalid & normani,35,15,0
te bote,casper magico  nio garcia  darell  nicky jam  ozuna & bad bunny,36,6,0
tequila,dan + shay,37,12,0
back to you,selena gomez,38,3,0
finesse,bruno mars & cardi b,39,22,0
call out my name,the weeknd,40,9,0
all the stars,kendrick lamar & sza,41,21,0
you make it easy,jason aldean,42,18,0
sad!,xxxtentacion,43,13,0
ric flair drip,offset & metro boomin,44,31,0
praise the lord (da shine),a$ap rocky featuring skepta,45,1,1
tati,6ix9ine featuring dj spinking,46,1,1
all girls are the same,juice wrld,47,3,0
x,nicky jam x j balvin,48,13,0
idgaf,dua lipa,49,20,0
powerglide,rae sremmurd & juicy j,50,13,0
fake love,bts,51,2,0
overdose,youngboy never broke again,52,5,0
dura,daddy yankee,53,17,0
up down,morgan wallen featuring florida georgia line,54,10,0
done for me,charlie puth featuring kehlani,55,4,0
i like me better,lauv,56,16,0
get along,kenny chesney,57,8,0
japan,famous dex,58,10,0
kod,j. cole,59,6,0
esskeetit,lil pump,60,7,0
dame tu cosita,pitbull x el chombo x karol g featuring cutty ranks,61,6,0
ball for me,post malone featuring nicki minaj,62,5,0
a$ap forever,a$ap rocky featuring moby,63,2,0
sit next to me,foster the people,64,11,0
infrared,pusha t,65,1,1
big bank,yg featuring 2 chainz  big sean & nicki minaj,66,1,1
woman  amen,dierks bentley,67,8,0
king's dead,jay rock  kendrick lamar  future & james blake,68,20,0
everything's gonna be alright,david lee murphy & kenny chesney,69,6,0
alone,halsey featuring big sean & stefflon don,70,7,0
i lived it,blake shelton,71,13,0
mercy,brett young,72,4,0
if you know you know,pusha t,73,1,1
life goes on,lil baby featuring gunna & lil uzi vert,74,2,0
what would meek do?,pusha t featuring kanye west,75,1,1
youth,shawn mendes featuring khalid,76,2,0
otw,khalid  ty dolla $ign & 6lack,77,6,0
drip,cardi b featuring migos,78,8,0
rich & sad,post malone,79,5,0
dinero,jennifer lopez featuring dj khaled & cardi b,80,1,1
for the first time,darius rucker,81,10,0
taste,tyga featuring offset,82,1,1
paranoid,post malone,83,5,0
watch,travis scott featuring lil uzi vert & kanye west,84,4,0
sativa,jhene aiko featuring swae lee or rae sremmurd,85,12,0
zombie,bad wolves,86,12,0
lust,lil skies,87,3,0
shoota,playboi carti featuring lil uzi vert,88,3,0
lovely,billie eilish & khalid,89,1,1
new freezer,rich the kid featuring kendrick lamar,90,18,0
singles you up,jordan davis,91,17,0
most people are good,luke bryan,92,18,0
i was jack (you were diane),jake owen,93,1,1
girls like you,maroon 5 featuring cardi b,94,1,1
everyday,logic & marshmello,95,13,0
el farsante,ozuna & romeo santos,96,18,0
spoil my night,post malone featuring swae lee,97,5,0
high hopes,panic! at the disco,98,1,1
moonlight,xxxtentacion,99,9,0
the games we play,pusha t,100,1,1
